,budget,revenue
1662,8500000,2033165
1663,8500000,2037545
1664,8500000,2040920
1665,8500000,2049595
1666,8500000,2054941
1667,8500000,2062066
1668,8500000,2075084
1669,8500000,2106557
1670,8500000,2120439
1671,8510000,2159041
1672,8600000,2181987
1673,8800000,2260622
1674,8900000,2275557
1675,8978040,2281089
1676,9000000,2281585
1677,9000000,2295423
1678,9000000,2300000
1679,9000000,2300000
1680,9000000,2333684
1681,9000000,2336172
1682,9000000,2341309
1683,9000000,2347000
1684,9000000,2357852
1685,9000000,2360281
1686,9000000,2365467
1687,9000000,2367161
1688,9000000,2375097
1689,9000000,2395231
1690,9000000,2401510
1691,9000000,2405420
1692,9000000,2415472
1693,9000000,2426851
1694,9000000,2429989
1695,9000000,2437000
1696,9000000,2438031
1697,9000000,2450846
1698,9000000,2451545
1699,9000000,2466444
1700,9000000,2494480
1701,9000000,2500000
1702,9000000,2500000
1703,9000000,2500000
1704,9000000,2503829
1705,9000000,2506446
1706,9000000,2527904
1707,9000000,2541554
1708,9000000,2554476
1709,9000000,2614773
1710,9000000,2626800
1711,9000000,2697930
1712,9000000,2735731
1713,9000000,2750275
1714,9000000,2801508
1715,9000000,2807390
1716,9000000,2807854
1717,9000000,2826523
1718,9000000,2849142
1719,9000000,2856712
1720,9000000,2861020
1721,9000000,2899975
1722,9000000,2955039
1723,9000000,2963902
1724,9100000,2995811
1725,9210000,3000000
1726,9300000,3000000
1727,9364800,3011195
1728,9400000,3020664
1729,9500000,3031801
1730,9500000,3045943
1731,9500000,3049135
1732,9500000,3076820
1733,9500000,3099314
1734,9500000,3100000
1735,9500000,3109904
1736,9500000,3142154
1737,9600000,3148182
1738,9600000,3151130
1739,10000000,3166000
1740,10000000,3193102
1741,10000000,3200000
1742,10000000,3218666
1743,10000000,3221152
1744,10000000,3221568
1745,10000000,3251794
1746,10000000,3263585
1747,10000000,3283371
1748,10000000,3324330
1749,10000000,3325038
1750,10000000,3334927
1751,10000000,3338228
1752,10000000,3387000
1753,10000000,3412497
1754,10000000,3428048
1755,10000000,3430018
1756,10000000,3453043
1757,10000000,3468572
1758,10000000,3484331
1759,10000000,3485127
1760,10000000,3494070
1761,10000000,3500000
1762,10000000,3500000
1763,10000000,3515061
1764,10000000,3533227
1765,10000000,3542353
1766,10000000,3547209
1767,10000000,3566225
1768,10000000,3566637
1769,10000000,3569939
1770,10000000,3606395
1771,10000000,3639345
1772,10000000,3646994
1773,10000000,3661757
1774,10000000,3665069
1775,10000000,3675201
1776,10000000,3696232
1777,10000000,3713768
1778,10000000,3728888
1779,10000000,3752426
1780,10000000,3759286
1781,10000000,3769990
1782,10000000,3779620
1783,10000000,3813293
1784,10000000,3830137
1785,10000000,3833507
1786,10000000,3878993
1787,10000000,3897569
1788,10000000,3900000
1789,10000000,3916303
1790,10000000,3919254
1791,10000000,3964682
1792,10000000,3970078
1793,10000000,3983912
1794,10000000,4000000
1795,10000000,4000000
1796,10000000,4000000
1797,10000000,4000000
1798,10000000,4001121
1799,10000000,4007792
1800,10000000,4013786
1801,10000000,4040588
1802,10000000,4099000
1803,10000000,4100000
1804,10000000,4109095
1805,10000000,4152230
1806,10000000,4160851
1807,10000000,4186931
1808,10000000,4192440
1809,10000000,4217115
1810,10000000,4242978
1811,10000000,4270000
1812,10000000,4300000
1813,10000000,4300000
1814,10000000,4349187
1815,10000000,4350774
1816,10000000,4386236
1817,10000000,4388563
1818,10000000,4398989
1819,10000000,4417580
1820,10000000,4420000
1821,10000000,4440055
1822,10000000,4505922
1823,10000000,4601043
1824,10000000,4603929
1825,10000000,4607608
1826,10000000,4619014
1827,10000000,4627375
1828,10000000,4630045
1829,10000000,4634062
1830,10000000,4635300
1831,10000000,4636169
1832,10000000,4644108
1833,10000000,4651977
1834,10000000,4711220
1835,10000000,4729352
1836,10000000,4777465
1837,10000000,4790926
1838,10000000,4836637
1839,10000000,4842699
1840,10000000,4851244
1841,10000000,4856298
1842,10000000,4858139
1843,10000000,4861022
1844,10000000,4882577
1845,10000000,4884663
1846,10000000,4905000
1847,10000000,4922166
1848,10000000,4978922
1849,10000000,5000000
1850,10000000,5000000
1851,10000000,5000000
1852,10000000,5000000
1853,10000000,5000000
1854,10000000,5001655
1855,10000000,5024782
1856,10000000,5028948
1857,10000000,5048693
1858,10000000,5080409
1859,10000000,5093707
1860,10000000,5108820
1861,10000000,5129058
1862,10000000,5155325
1863,10000000,5179037
1864,10000000,5210988
1865,10000000,5214043
1866,10000000,5217498
1867,10000000,5231128
1868,10000000,5241315
1869,10000000,5285197
1870,10000000,5332926
1871,10000000,5344577
1872,10000000,5359645
1873,10000000,5364858
1874,10000000,5367030
1875,10000000,5380251
1876,10000000,5409517
1877,10000000,5410749
1878,10000000,5446000
1879,10000000,5450815
1880,10000000,5476060
1881,10000000,5480996
1882,10000000,5483299
1883,10000000,5496951
1884,10000000,5530764
1885,10000000,5535405
1886,10000000,5542025
1887,10000000,5549200
1888,10000000,5617391
1889,10000000,5634828
1890,10000000,5656087
1891,10000000,5684789
1892,10000000,5716080
1893,10000000,5728213
1894,10000000,5728953
1895,10000000,5778353
1896,10000000,5781885
1897,10000000,5835247
1898,10000000,5867686
1899,10000000,5879254
1900,10000000,5887457
1901,10000000,5900000
1902,10000000,5914908
1903,10000000,5923000
1904,10000000,5923044
1905,10000000,5926410
1906,10000000,5967038
1907,10000000,5989640
1908,10000000,6000000
1909,10000000,6000000
1910,10000000,6000000
1911,10000000,6038942
1912,10000000,6063556
1913,10000000,6101046
1914,10000000,6108720
1915,10100000,6110000
1916,10200000,6153939
1917,10284523,6230276
1918,10300000,6294161
1919,10500000,6330054
1920,10500000,6405245
1921,10500000,6413915
1922,10500000,6416302
1923,10700000,6420319
1924,10800000,6451628
1925,10831173,6482195
1926,10900000,6491240
1927,11000000,6600000
1928,11000000,6614280
1929,11000000,6670712
1930,11000000,6673422
1931,11000000,6676471
1932,11000000,6682098
1933,11000000,6700000
1934,11000000,6700000
1935,11000000,6732980
1936,11000000,6735922
1937,11000000,6739141
1938,11000000,6754898
1939,11000000,6800000
1940,11000000,6808550
1941,11000000,6814789
1942,11000000,6819587
1943,11000000,6833445
1944,11000000,6852450
1945,11000000,6854611
1946,11000000,6856989
1947,11000000,6870249
1948,11000000,6908797
1949,11000000,6916869
1950,11000000,6928068
1951,11000000,6933459
1952,11000000,6948633
1953,11000000,6980986
1954,11000000,7000000
1955,11000000,7000000
1956,11000000,7002261
1957,11000000,7011317
1958,11000000,7018189
1959,11000000,7022209
1960,11000000,7022728
1961,11000000,7033683
1962,11000000,7060876
1963,11000000,7070330
1964,11000000,7087452
1965,11000000,7096000
1966,11000000,7100000
1967,11000000,7103973
1968,11000000,7177143
1969,11000000,7191399
1970,11000000,7230000
1971,11000000,7266209
1972,11000000,7282851
1973,11000000,7292175
1974,11000000,7314027
1975,11000000,7316658
1976,11000000,7385434
1977,11000000,7390108
1978,11000000,7412216
1979,11000000,7433663
1980,11000000,7434726
1981,11000000,7448385
1982,11000000,7500000
1983,11000000,7535331
1984,11000000,7563728
1985,11000000,7587485
1986,11000000,7603766
1987,11000000,7644937
1988,11000000,7690013
1989,11000000,7700000
1990,11000000,7766240
1991,11000000,7800000
1992,11500000,7810000
1993,11500000,7820688
1994,11500000,7825000
1995,11500000,7830611
1996,11500000,7847000
1997,11500000,7871522
1998,11500000,7900000
1999,11700000,7936012
2000,11800000,7938872
2001,11930000,7959291
2002,12000000,7972967
2003,12000000,7993039
2004,12000000,8000000
2005,12000000,8009329
2006,12000000,8025872
2007,12000000,8038061
2008,12000000,8038508
2009,12000000,8049666
2010,12000000,8059140
2011,12000000,8089290
2012,12000000,8106475
2013,12000000,8112712
2014,12000000,8135031
2015,12000000,8138788
2016,12000000,8175346
2017,12000000,8176544
2018,12000000,8203235
2019,12000000,8235661
2020,12000000,8247943
2021,12000000,8266343
2022,12000000,8279017
2023,12000000,8303261
2024,12000000,8342132
2025,12000000,8349430
2026,12000000,8352885
2027,12000000,8359717
2028,12000000,8373585
2029,12000000,8434146
2030,12000000,8454301
2031,12000000,8459458
2032,12000000,8479793
2033,12000000,8493728
2034,12000000,8493890
2035,12000000,8551228
2036,12000000,8555008
2037,12000000,8556940
2038,12000000,8586376
2039,12000000,8620929
2040,12000000,8679814
2041,12000000,8762890
2042,12000000,8784318
2043,12000000,8786375
2044,12000000,8801940
2045,12000000,8844595
2046,12000000,8862354
2047,12000000,8888143
2048,12000000,8900000
2049,12000000,8936663
2050,12000000,8946237
2051,12000000,9000000
2052,12000000,9000000
2053,12000000,9064511
2054,12000000,9104716
2055,12000000,9138338
2056,12000000,9190869
2057,12000000,9205924
2058,12000000,9229401
2059,12000000,9237470
2060,12000000,9323833
2061,12000000,9366227
2062,12000000,9440272
2063,12000000,9444018
2064,12000000,9448082
2065,12000000,9450897
2066,12000000,9455232
2067,12000000,9479718
2068,12000000,9482579
2069,12000000,9489829
2070,12000000,9494789
2071,12000000,9495408
2072,12000000,9500000
2073,12000000,9500000
2074,12000000,9576495
2075,12000000,9584131
2076,12000000,9612469
2077,12000000,9620399
2078,12000000,9622846
2079,12000000,9627492
2080,12000000,9630444
2081,12000000,9636289
2082,12000000,9697739
2083,12000000,9700000
2084,12000000,9760104
2085,12000000,9771658
2086,12000000,9793496
2087,12000000,9797098
2088,12000000,9851610
2089,12000000,9873044
2090,12000000,9879971
2091,12000000,9898412
2092,12000000,9902115
2093,12000000,10000000
2094,12000000,10000000
2095,12000000,10000000
2096,12000000,10000000
2097,12000000,10000000
2098,12000000,10011050
2099,12000000,10012022
2100,12000000,10013424
2101,12000000,10047674
2102,12000000,10070000
2103,12000000,10089373
2104,12000000,10113733
2105,12000000,10126458
2106,12000000,10130000
2107,12000000,10166459
2108,12000000,10166502
2109,12000000,10178331
2110,12000000,10219460
2111,12000000,10229331
2112,12000000,10278549
2113,12000000,10278575
2114,12000000,10300000
2115,12000000,10324441
2116,12000000,10329747
2117,12000000,10337387
2118,12000000,10337477
2119,12000000,10382407
2120,12000000,10389003
2121,12000000,10400000
2122,12250000,10404330
2123,12300000,10409377
2124,12305523,10424470
2125,12468389,10429707
2126,12500000,10442808
2127,12500000,10443316
2128,12500000,10501938
2129,12500000,10539000
2130,12500000,10541523
2131,12500000,10569964
2132,12500000,10571408
2133,12500000,10589102
2134,12500000,10600000
2135,12500000,10600497
2136,12500000,10604986
2137,12500000,10609321
2138,12500000,10611160
2139,12500000,10629321
2140,12600000,10631333
2141,12600000,10652035
2142,12700000,10654385
2143,12800000,10664749
2144,13000000,10667893
2145,13000000,10680275
2146,13000000,10696210
2147,13000000,10719357
2148,13000000,10725228
2149,13000000,10755447
2150,13000000,10827816
2151,13000000,10835752
2152,13000000,10848783
2153,13000000,10903846
2154,13000000,11000000
2155,13000000,11000000
2156,13000000,11000000
2157,13000000,11000000
2158,13000000,11000000
2159,13000000,11087569
2160,13000000,11098131
2161,13000000,11100000
2162,13000000,11110975
2163,13000000,11122090
2164,13000000,11125849
2165,13000000,11130889
2166,13000000,11137801
2167,13000000,11146270
2168,13000000,11176469
2169,13000000,11203026
2170,13000000,11207130
2171,13000000,11263966
2172,13000000,11285588
2173,13000000,11293663
2174,13000000,11300653
2175,13000000,11305175
2176,13000000,11341016
2177,13000000,11373501
2178,13000000,11390479
2179,13000000,11403529
2180,13000000,11411644
2181,13000000,11417362
2182,13000000,11439193
2183,13000000,11466088
2184,13000000,11511031
2185,13000000,11534477
2186,13000000,11540607
2187,13000000,11560806
2188,13000000,11582891
2189,13000000,11585483
2190,13000000,11588205
2191,13000000,11620000
2192,13000000,11642254
2193,13000000,11657385
2194,13000000,11715321
2195,13000000,11718595
2196,13000000,11772461
2197,13000000,11790979
2198,13000000,11806119
2199,13000000,11838218
2200,13000000,11850214
2201,13000000,11947954
2202,13000000,11988469
2203,13200000,11992014
2204,13200000,12000000
2205,13300000,12000000
2206,13365000,12000000
2207,13500000,12000000
2208,13500000,12000000
2209,13500000,12000000
2210,13500000,12000000
2211,13500000,12007070
2212,13500000,12008642
2213,13800000,12021272
2214,13800000,12036149
2215,14000000,12077441
2216,14000000,12096300
2217,14000000,12121618
2218,14000000,12206028
2219,14000000,12232628
2220,14000000,12281551
2221,14000000,12308521
2222,14000000,12314651
2223,14000000,12348905
2224,14000000,12355734
2225,14000000,12355798
2226,14000000,12372410
2227,14000000,12379402
2228,14000000,12398628
2229,14000000,12434778
2230,14000000,12482775
2231,14000000,12506188
2232,14000000,12532777
2233,14000000,12534961
2234,14000000,12600000
2235,14000000,12633747
2236,14000000,12729678
2237,14000000,12729917
2238,14000000,12764201
2239,14000000,12800000
2240,14000000,12827813
2241,14000000,12918858
2242,14000000,12923936
2243,14000000,12974636
2244,14000000,13000000
2245,14000000,13000000
2246,14000000,13000000
2247,14000000,13000000
2248,14000000,13001257
2249,14000000,13008928
2250,14000000,13015688
2251,14000000,13060843
2252,14000000,13071518
2253,14000000,13100000
2254,14000000,13101672
2255,14000000,13110448
2256,14000000,13129846
2257,14000000,13130349
2258,14000000,13167232
2259,14000000,13196245
2260,14000000,13204291
2261,14000000,13231461
2262,14000000,13260050
2263,14000000,13269963
2264,14000000,13273595
2265,14000000,13276953
2266,14000000,13290368
2267,14000000,13350369
2268,14000000,13368437
2269,14000000,13395939
2270,14000000,13401952
2271,14100000,13405595
2272,14200000,13411957
2273,14350531,13417292
2274,14400000,13474588
2275,14500000,13500000
2276,14500000,13521829
2277,14500000,13551174
2278,14600000,13555988
2279,14700000,13596911
2280,14800000,13609396
2281,15000000,13620075
2282,15000000,13670688
2283,15000000,13678913
2284,15000000,13681765
2285,15000000,13700000
2286,15000000,13782838
2287,15000000,13785015
2288,15000000,13801755
2289,15000000,13818181
2290,15000000,13831503
2291,15000000,13854000
2292,15000000,13865435
2293,15000000,13993093
2294,15000000,14000000
2295,15000000,14000000
2296,15000000,14000000
2297,15000000,14000000
2298,15000000,14010690
2299,15000000,14010832
2300,15000000,14011454
2301,15000000,14048372
2302,15000000,14051384
2303,15000000,14109284
2304,15000000,14144000
2305,15000000,14182492
2306,15000000,14225876
2307,15000000,14237000
2308,15000000,14278900
2309,15000000,14333790
2310,15000000,14356479
2311,15000000,14358033
2312,15000000,14373825
2313,15000000,14400000
2314,15000000,14400000
2315,15000000,14418922
2316,15000000,14431253
2317,15000000,14444999
2318,15000000,14460000
2319,15000000,14483352
2320,15000000,14560084
2321,15000000,14560247
2322,15000000,14564027
2323,15000000,14567883
2324,15000000,14618727
2325,15000000,14624826
2326,15000000,14643997
2327,15000000,14655628
2328,15000000,14661007
2329,15000000,14665733
2330,15000000,14683921
2331,15000000,14697005
2332,15000000,14702438
2333,15000000,14711793
2334,15000000,14717854
2335,15000000,14723313
2336,15000000,14743391
2337,15000000,14782676
2338,15000000,14793624
2339,15000000,14796236
2340,15000000,14822346
2341,15000000,14828081
2342,15000000,14859394
2343,15000000,14860766
2344,15000000,14867514
2345,15000000,14894347
2346,15000000,14899417
2347,15000000,15000000
2348,15000000,15000000
2349,15000000,15007991
2350,15000000,15008161
2351,15000000,15071514
2352,15000000,15116634
2353,15000000,15119639
2354,15000000,15121165
2355,15000000,15134293
2356,15000000,15156200
2357,15000000,15171476
2358,15000000,15179302
2359,15000000,15185241
2360,15000000,15304890
2361,15000000,15368897
2362,15000000,15379253
2363,15000000,15400000
2364,15000000,15427192
2365,15000000,15431177
2366,15000000,15478800
2367,15000000,15500000
2368,15000000,15502112
2369,15000000,15520023
2370,15000000,15556340
2371,15000000,15600000
2372,15000000,15608545
2373,15000000,15691192
2374,15000000,15738769
2375,15000000,15785148
2376,15000000,15795189
2377,15000000,15826984
2378,15000000,15843608
2379,15000000,15942628
2380,15000000,15945534
2381,15000000,15992615
2382,15000000,16000000
2383,15000000,16000000
2384,15000000,16000000
2385,15000000,16002420
2386,15000000,16057580
2387,15000000,16123851
2388,15000000,16140822
2389,15000000,16153593
2390,15000000,16158487
2391,15000000,16174377
2392,15000000,16178959
2393,15000000,16209459
2394,15000000,16217773
2395,15000000,16283667
2396,15000000,16290976
2397,15000000,16478900
2398,15000000,16491080
2399,15000000,16500000
2400,15000000,16504936
2401,15000000,16505460
2402,15000000,16549477
2403,15000000,16554699
2404,15000000,16605763
2405,15000000,16633035
2406,15000000,16671505
2407,15000000,16675000
2408,15000000,16702864
2409,15000000,16757163
2410,15000000,16800000
2411,15000000,16809014
2412,15000000,16829545
2413,15000000,16838910
2414,15000000,16853487
2415,15000000,16856124
2416,15000000,16863583
2417,15000000,16872671
2418,15000000,16900000
2419,15000000,16929123
2420,15000000,16930185
2421,15000000,16930884
2422,15000000,16942795
2423,15000000,16974459
2424,15000000,16980098
2425,15000000,16991902
2426,15000000,17000000
2427,15000000,17000000
2428,15000000,17040871
2429,15000000,17092453
2430,15000000,17164377
2431,15000000,17185632
2432,15000000,17193231
2433,15000000,17200925
2434,15000000,17218023
2435,15000000,17218080
2436,15000000,17273593
2437,15000000,17280326
2438,15000000,17286299
2439,15000000,17287898
2440,15000000,17292381
2441,15000000,17297244
2442,15000000,17300889
2443,15000000,17374595
2444,15000000,17380126
2445,15000000,17425000
2446,15000000,17432163
2447,15000000,17436509
2448,15000000,17460020
2449,15000000,17496992
2450,15000000,17500000
2451,15000000,17507368
2452,15000000,17508518
2453,15000000,17600000
2454,15000000,17626234
2455,15000000,17637950
2456,15000000,17654912
2457,15000000,17693675
2458,15000000,17741298
2459,15000000,17752940
2460,15000000,17762705
2461,15000000,17768757
2462,15000000,17800000
2463,15000000,17807569
2464,15400000,17833000
2465,15500000,17834867
2466,15500000,17843379
2467,15600000,17869048
2468,15600000,17917287
2469,15774948,17979739
2470,16000000,17985893
2471,16000000,17986781
2472,16000000,18000000
2473,16000000,18016290
2474,16000000,18090181
2475,16000000,18124262
2476,16000000,18144030
2477,16000000,18197398
2478,16000000,18211013
2479,16000000,18253415
2480,16000000,18254702
2481,16000000,18317151
2482,16000000,18340000
2483,16000000,18344729
2484,16000000,18409891
2485,16000000,18432000
2486,16000000,18492362
2487,16000000,18517322
2488,16000000,18532286
2489,16000000,18535191
2490,16000000,18552460
2491,16000000,18564088
2492,16000000,18564702
2493,16000000,18599102
2494,16000000,18618284
2495,16000000,18626419
2496,16000000,18635620
2497,16000000,18637690
2498,16000000,18653615
2499,16000000,18658381
2500,16000000,18662027
2501,16000000,18663238
2502,16000000,18671317
2503,16000000,18720175
2504,16000000,18750246
2505,16000000,18755936
2506,16000000,18869631
2507,16000000,18902015
2508,16000000,18928871
2509,16000000,18948425
2510,16000000,18999718
2511,16000000,19000000
2512,16000000,19075720
2513,16000000,19145732
2514,16000000,19152480
2515,16000000,19170001
2516,16000000,19179969
2517,16000000,19204929
2518,16000000,19255873
2519,16000000,19258519
2520,16400000,19265302
2521,16400000,19294901
2522,16500000,19300000
2523,16500000,19322135
2524,16500000,19351569
2525,16500000,19412993
2526,16500000,19422261
2527,16500000,19450000
2528,16600000,19472057
2529,16700000,19478106
2530,16800000,19480739
2531,17000000,19504039
2532,17000000,19560274
2533,17000000,19595031
2534,17000000,19598588
2535,17000000,19682924
2536,17000000,19693891
2537,17000000,19701164
2538,17000000,19724334
2539,17000000,19726050
2540,17000000,19800000
2541,17000000,19829957
2542,17000000,19844979
2543,17000000,19853892
2544,17000000,19870567
2545,17000000,19905359
2546,17000000,19924033
2547,17000000,20000000
2548,17000000,20000000
2549,17000000,20000000
2550,17000000,20045115
2551,17000000,20079850
2552,17000000,20080020
2553,17000000,20117339
2554,17000000,20138836
2555,17000000,20146880
2556,17000000,20158808
2557,17000000,20211394
2558,17000000,20246790
2559,17000000,20256975
2560,17000000,20275812
2561,17000000,20298207
2562,17000000,20300385
2563,17000000,20342161
2564,17000000,20348249
2565,17000000,20350754
2566,17000000,20416563
2567,17000000,20423389
2568,17000000,20455276
2569,17000000,20458340
2570,17000000,20518905
2571,17000000,20529194
2572,17000000,20560255
2573,17000000,20627372
2574,17000000,20645327
2575,17000000,20659423
2576,17000000,20710513
2577,17000000,20719451
2578,17000000,20766616
2579,17000000,20796847
2580,17000000,20844907
2581,17000000,20966644
2582,17000000,21000000
2583,17000000,21000000
2584,17000000,21000000
2585,17000000,21001563
2586,17000000,21009180
2587,17000000,21011500
2588,17000000,21028755
2589,17000000,21032267
2590,17080000,21049053
2591,17500000,21107746
2592,17500000,21126225
2593,17500000,21133087
2594,17500000,21148829
2595,17500000,21170563
2596,17500000,21284514
2597,17700000,21288692
2598,17900000,21355893
2599,18000000,21378361
2600,18000000,21409028
2601,18000000,21486757
2602,18000000,21500000
2603,18000000,21510851
2604,18000000,21567853
2605,18000000,21571189
2606,18000000,21587700
2607,18000000,21706101
2608,18000000,21709020
2609,18000000,21722776
2610,18000000,21766271
2611,18000000,21786738
2612,18000000,21800302
2613,18000000,21819348
2614,18000000,21930418
2615,18000000,22000000
2616,18000000,22034832
2617,18000000,22044277
2618,18000000,22165608
2619,18000000,22168359
2620,18000000,22179430
2621,18000000,22200000
2622,18000000,22201636
2623,18000000,22211426
2624,18000000,22217407
2625,18000000,22222308
2626,18000000,22231658
2627,18000000,22309223
2628,18000000,22400154
2629,18000000,22433275
2630,18000000,22433915
2631,18000000,22441323
2632,18000000,22456509
2633,18000000,22471595
2634,18000000,22518097
2635,18000000,22540359
2636,18000000,22611954
2637,18000000,22743674
2638,18000000,22750363
2639,18000000,22765081
2640,18000000,22812411
2641,18000000,22852638
2642,18000000,22863596
2643,18000000,22889018
2644,18000000,22896728
2645,18000000,22921898
2646,18000000,22939027
2647,18000000,22942221
2648,18000000,22944502
2649,18000000,22963701
2650,18000000,23000000
2651,18000000,23000000
2652,18000000,23006849
2653,18000000,23057115
2654,18000000,23081726
2655,18000000,23144499
2656,18000000,23159305
2657,18000000,23198652
2658,18000000,23237911
2659,18000000,23321954
2660,18000000,23341568
2661,18000000,23367586
2662,18000000,23430766
2663,18000000,23438120
2664,18000000,23450000
2665,18000000,23509382
2666,18000000,23510601
2667,18000000,23530831
2668,18000000,23550000
2669,18000000,23562716
2670,18000000,23574130
2671,18000000,23580000
2672,18000000,23619609
2673,18200000,23686027
2674,18500000,23689877
2675,18500000,23717291
2676,18500000,23727301
2677,18598420,23875127
2678,19000000,23936908
2679,19000000,23937870
2680,19000000,23978402
2681,19000000,24000000
2682,19000000,24000000
2683,19000000,24046533
2684,19000000,24048000
2685,19000000,24078196
2686,19000000,24127895
2687,19000000,24145613
2688,19000000,24159934
2689,19000000,24185781
2690,19000000,24188922
2691,19000000,24261569
2692,19000000,24332324
2693,19000000,24362772
2694,19000000,24377151
2695,19000000,24475416
2696,19000000,24538513
2697,19000000,24600832
2698,19000000,24637469
2699,19000000,24719215
2700,19000000,24748670
2701,19000000,24769466
2702,19000000,24793509
2703,19000000,24829644
2704,19000000,24902723
2705,19000000,24922237
2706,19000000,24922237
2707,19000000,25000000
2708,19000000,25000000
2709,19000000,25000000
2710,19000000,25005257
2711,19000000,25023434
2712,19000000,25024919
2713,19000000,25037897
2714,19000000,25037897
2715,19100000,25052000
2716,19250000,25059640
2717,19400000,25105255
2718,19500000,25174316
2719,19500000,25195000
2720,19800000,25196249
2721,19800000,25224242
2722,19885552,25303038
2723,20000000,25312387
2724,20000000,25345000
2725,20000000,25399945
2726,20000000,25405445
2727,20000000,25473093
2728,20000000,25480490
2729,20000000,25482931
2730,20000000,25504513
2731,20000000,25533818
2732,20000000,25562924
2733,20000000,25605015
2734,20000000,25697647
2735,20000000,25739015
2736,20000000,25754284
2737,20000000,25792310
2738,20000000,25819961
2739,20000000,25836616
2740,20000000,25871834
2741,20000000,25928721
2742,20000000,25965144
2743,20000000,26010864
2744,20000000,26049082
2745,20000000,26096852
2746,20000000,26121638
2747,20000000,26155781
2748,20000000,26199517
2749,20000000,26250020
2750,20000000,26279000
2751,20000000,26288320
2752,20000000,26330482
2753,20000000,26386000
2754,20000000,26414658
2755,20000000,26488734
2756,20000000,26501323
2757,20000000,26518355
2758,20000000,26533200
2759,20000000,26570463
2760,20000000,26589000
2761,20000000,26673242
2762,20000000,26713187
2763,20000000,26781723
2764,20000000,26810113
2765,20000000,26820641
2766,20000000,26828365
2767,20000000,26888376
2768,20000000,27007143
2769,20000000,27053815
2770,20000000,27092880
2771,20000000,27100027
2772,20000000,27105095
2773,20000000,27107960
2774,20000000,27122040
2775,20000000,27187375
2776,20000000,27187653
2777,20000000,27200316
2778,20000000,27206120
2779,20000000,27330000
2780,20000000,27362712
2781,20000000,27379978
2782,20000000,27388767
2783,20000000,27391084
2784,20000000,27400000
2785,20000000,27400000
2786,20000000,27409889
2787,20000000,27437881
2788,20000000,27462041
2789,20000000,27500000
2790,20000000,27515786
2791,20000000,27603069
2792,20000000,27610873
2793,20000000,27635305
2794,20000000,27640028
2795,20000000,27642707
2796,20000000,27645491
2797,20000000,27674124
2798,20000000,27685016
2799,20000000,27728118
2800,20000000,27739163
2801,20000000,27762648
2802,20000000,27900000
2803,20000000,27931461
2804,20000000,28000000
2805,20000000,28008462
2806,20000000,28121100
2807,20000000,28128670
2808,20000000,28169671
2809,20000000,28200000
2810,20000000,28202109
2811,20000000,28208085
2812,20000000,28215918
2813,20000000,28258060
2814,20000000,28262574
2815,20000000,28283637
2816,20000000,28341469
2817,20000000,28451622
2818,20000000,28575078
2819,20000000,28607524
2820,20000000,28650575
2821,20000000,28733290
2822,20000000,28744356
2823,20000000,28780255
2824,20000000,28818995
2825,20000000,28831145
2826,20000000,28883511
2827,20000000,28900000
2828,20000000,28921264
2829,20000000,28931401
2830,20000000,28972508
2831,20000000,29000000
2832,20000000,29000000
2833,20000000,29000000
2834,20000000,29007412
2835,20000000,29010817
2836,20000000,29027914
2837,20000000,29133000
2838,20000000,29180280
2839,20000000,29202884
2840,20000000,29331068
2841,20000000,29359216
2842,20000000,29381649
2843,20000000,29392418
2844,20000000,29400000
2845,20000000,29400000
2846,20000000,29450919
2847,20000000,29456000
2848,20000000,29506464
2849,20000000,29536299
2850,20000000,29541790
2851,20000000,29548291
2852,20000000,29657751
2853,20000000,29700000
2854,20000000,29762011
2855,20000000,29789000
2856,20000000,29800000
2857,20000000,29800000
2858,20000000,29882645
2859,20000000,29907685
2860,20000000,29916207
2861,20000000,29922472
2862,20000000,29950000
2863,20000000,29999213
2864,20000000,30000000
2865,20000000,30000000
2866,20000000,30000000
2867,20000000,30000000
2868,20000000,30002758
2869,20000000,30036000
2870,20000000,30039392
2871,20000000,30050028
2872,20000000,30102717
2873,20000000,30114487
2874,20000000,30127963
2875,20000000,30199105
2876,20000000,30218387
2877,20000000,30226144
2878,20000000,30238577
2879,20000000,30303072
2880,20000000,30331165
2881,20000000,30353232
2882,20000000,30400000
2883,20000000,30411183
2884,20000000,30418560
2885,20000000,30426096
2886,20000000,30471420
2887,20000000,30523226
2888,20000000,30526509
2889,20000000,30536013
2890,20000000,30551495
2891,20000000,30553394
2892,20000000,30652890
2893,20000000,30749142
2894,20000000,30800231
2895,20000000,30822861
2896,20000000,30857814
2897,20000000,30859000
2898,20000000,30925690
2899,20000000,30987695
2900,20000000,31042035
2901,20000000,31063038
2902,20000000,31070211
2903,20000000,31083599
2904,20000000,31148328
2905,20000000,31155435
2906,20000000,31179516
2907,20000000,31327899
2908,20000000,31430334
2909,20000000,31554855
2910,20000000,31556061
2911,20000000,31559552
2912,20000000,31584901
2913,20500000,31596911
2914,20500000,31609243
2915,20500000,31611225
2916,21000000,31623833
2917,21000000,31670620
2918,21000000,31672907
2919,21000000,31720158
2920,21000000,31724284
2921,21000000,31755742
2922,21000000,31800000
2923,21000000,31899000
2924,21000000,31912793
2925,21000000,31973249
2926,21000000,31987563
2927,21000000,32000000
2928,21000000,32002538
2929,21000000,32005248
2930,21000000,32017803
2931,21000000,32056467
2932,21000000,32101000
2933,21000000,32168970
